,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,year_renovated,zip_code,lattitude,longitude,nn_sqft_living,nn_sqft_lot
20,5.361727836,3,1,1250,9774,1,0,0,good,1250,0,1969,1969,98003,47.3343,-122.306,1280,8850
21,5.58546073,4,1.75,1620,4980,1,0,0,good,860,760,1947,1947,98133,47.7025,-122.341,1400,4980
22,6.301029996,3,2.75,3050,44867,1,0,4,average,2330,720,1968,1968,98040,47.5316,-122.233,4110,20336
23,5.45484486,5,2.5,2270,6300,2,0,0,average,2270,0,1995,1995,98092,47.3266,-122.169,2240,7005
24,5.402605242,2,1.5,1070,9643,1,0,0,average,1070,0,1985,1985,98030,47.3533,-122.166,1220,8386
25,5.517195898,3,2.25,2450,6500,2,0,0,good,2450,0,1985,1985,98030,47.3739,-122.172,2200,6865
26,5.367355921,3,2,1710,4697,1.5,0,0,very_good,1710,0,1941,1941,98002,47.3048,-122.218,1030,4705
27,5.971739591,3,1.75,2450,2691,2,0,0,average,1750,700,1915,1915,98119,47.6386,-122.36,1760,3573
28,5.824125834,3,1,1400,1581,1.5,0,0,very_good,1400,0,1909,1909,98112,47.6221,-122.314,1860,3861
29,5.641474111,3,1.75,1520,6380,1,0,0,average,790,730,1948,1948,98115,47.695,-122.304,1520,6235
30,5.85672889,4,2.5,2570,7173,2,0,0,average,2570,0,2005,2005,98052,47.7073,-122.11,2630,6026
31,5.763802224,3,2.5,2320,3980,2,0,0,average,2320,0,2003,2003,98027,47.5391,-122.07,2580,3980
32,5.447158031,2,1.5,1190,1265,3,0,0,average,1190,0,2005,2005,98133,47.7274,-122.357,1390,1756
33,5.837272703,4,1.75,2330,5000,1.5,0,0,good,1510,820,1929,1929,98117,47.6823,-122.368,1460,5000
34,5.728353782,3,1,1090,3000,1.5,0,0,good,1090,0,1929,1929,98117,47.6889,-122.375,1570,5080
35,5.508529719,4,2.75,2060,6659,1,0,0,average,1280,780,1981,1981,98058,47.4276,-122.157,2020,8720
36,5.84260924,3,2.5,2300,3060,1.5,0,0,average,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264
37,5.740362689,4,1,1660,34848,1,0,0,poor,930,730,1933,1933,98052,47.6621,-122.132,2160,11467
38,5.806179974,4,2,2360,6000,2,0,0,good,2360,0,1904,1904,98107,47.6702,-122.362,1730,4700
39,5.380211242,4,1,1220,8075,1,0,0,fair,890,330,1969,1969,98001,47.3341,-122.282,1290,7800
40,5.781755375,4,2.5,2620,7553,2,0,0,average,2620,0,1996,1996,98056,47.5301,-122.18,2620,11884
41,5.795880017,4,2.5,2570,5520,2,0,0,average,2570,0,2000,2000,98074,47.6145,-122.027,2470,5669
42,5.889301703,4,2.25,4220,24186,1,0,0,average,2600,1620,1984,1984,98166,47.445,-122.347,2410,30617
43,5.935502228,5,2.75,3595,5639,2,0,0,average,3595,0,2014,2014,98053,47.6848,-122.016,3625,5639
44,5.835690571,3,1,1570,2280,2,0,0,average,1570,0,1922,1922,98119,47.6413,-122.364,1580,2640
45,5.489958479,3,1,1280,9656,1,0,0,good,920,360,1959,1959,98058,47.4485,-122.175,1340,8808
46,5.688419822,3,2.5,3160,13603,2,0,0,average,3160,0,2003,2003,98019,47.7443,-121.977,3050,9232
47,5.323231468,3,1,990,8528,1,0,0,average,990,0,1966,1966,98023,47.3066,-122.371,1228,8840
48,5.894869657,4,2.5,2290,13416,2,0,0,good,2290,0,1981,1981,98007,47.6194,-122.151,2680,13685
49,5.653212514,3,1.75,1250,5963,1,0,0,good,1250,0,1953,1953,98115,47.6796,-122.301,970,5100
50,6.130333768,3,2.5,2753,65005,1,1,2,very_good,2165,588,1953,1953,98070,47.4041,-122.451,2680,72513
51,5.357934847,3,1,1190,9199,1,0,0,average,1190,0,1955,1955,98148,47.4258,-122.322,1190,9364
52,5.537819095,5,2.5,3150,9134,1,0,0,good,1640,1510,1966,1966,98056,47.4934,-122.189,1990,9133
53,5.77815125,3,1.75,1410,4080,1,0,0,good,1000,410,1950,1950,98117,47.6808,-122.384,1410,4080
54,5.767155866,2,1.75,1980,8550,1,0,0,average,990,990,1981,1981,98117,47.6989,-122.369,1480,6738
55,5.963787827,5,2.25,2730,6000,1.5,0,0,average,2130,600,1927,1927,98105,47.6571,-122.281,2730,6000
56,5.946943271,4,2.5,2830,5000,2,0,0,average,2830,0,1995,1995,98105,47.6597,-122.29,1950,5000
57,5.46612587,4,2.5,2250,4495,2,0,0,average,2250,0,2008,2008,98042,47.3663,-122.114,2250,4500
58,5.478566496,3,2.5,2420,4750,2,0,0,average,2420,0,2003,2003,98042,47.3663,-122.122,2690,4750
59,5.978180517,5,3.25,3250,14342,2,0,4,good,3250,0,1968,1968,98008,47.588,-122.116,2960,11044
60,5.633468456,4,3,1850,9976,2,0,0,average,1850,0,1991,1991,98059,47.5059,-122.149,2270,8542
61,5.812913357,3,2.25,2150,21235,1,0,3,good,1590,560,1959,1959,98166,47.4336,-122.339,2570,18900
62,5.460897843,3,1.75,1260,8400,1,0,0,average,1260,0,1954,1954,98148,47.4366,-122.335,1290,8750
63,5.703291378,3,1.75,2519,8690,2,0,0,very_good,2519,0,1973,1973,98166,47.4428,-122.344,2500,9500
64,5.739572344,3,1.75,1540,1044,3,0,0,average,1540,0,2014,2014,98115,47.6765,-122.32,1580,3090
65,5.62838893,3,2.25,1660,6000,1,0,0,average,1110,550,1979,1979,98122,47.6113,-122.297,1440,4080
66,5.501914678,3,2.75,2770,3809,1.5,0,0,very_good,1770,1000,1925,1925,98144,47.5747,-122.304,1440,4000
67,5.989004616,4,2.5,2720,11049,2,0,0,average,2720,0,1989,1989,98004,47.5815,-122.192,2750,11049
68,5.457881897,4,2.5,2240,4648,2,0,0,average,2240,0,2005,2005,98001,47.3378,-122.257,2221,4557
69,5.309630167,3,1,1000,12070,1,0,0,good,1000,0,1968,1968,98042,47.3621,-122.11,1010,12635
70,6.122215878,5,2.25,3200,20158,1,0,0,average,1600,1600,1965,1965,98004,47.6303,-122.215,3390,20158
71,6.017033339,5,3.25,4770,50094,1,0,0,good,3070,1700,1973,1973,98005,47.6525,-122.16,3530,38917
72,5.511883361,3,2,1260,5612,1,0,0,good,1260,0,1972,1972,98034,47.7362,-122.179,1640,4745
73,5.756636108,4,2,2750,7807,1.5,0,0,very_good,2250,500,1916,1916,98125,47.7168,-122.287,1510,7807
74,5.556302501,4,2.5,2380,5000,2,0,0,average,2380,0,2005,2005,98038,47.3608,-122.036,2420,5000
75,5.542825427,3,1.75,1790,50529,1,0,0,very_good,1090,700,1965,1965,98042,47.3511,-122.073,1940,50529
76,5.920384242,4,4,3430,35102,2,0,0,good,2390,1040,1986,1986,98075,47.5822,-121.987,3240,35020
77,5.579783597,4,1.75,1760,7300,1,0,0,average,880,880,1956,1956,98008,47.6034,-122.125,1680,7500
78,5.681241237,3,1,1040,5060,1,0,0,average,1040,0,1941,1941,98116,47.5636,-122.394,890,5060
79,5.612783857,3,1,1410,5060,1,0,0,good,910,500,1956,1956,98133,47.7073,-122.34,1130,5693
80,5.857332496,4,2.5,3450,39683,2,0,0,average,3450,0,2002,2002,98010,47.342,-122.025,3350,39750
81,5.591064607,3,2.5,2350,5100,2,0,0,average,2350,0,2003,2003,98038,47.3512,-122.008,2350,5363
82,5.556302501,4,2.5,1900,5889,2,0,0,average,1900,0,1992,1992,98038,47.349,-122.031,1870,6405
83,5.550228353,2,1,2020,6720,1,0,0,average,1010,1010,1948,1948,98118,47.5474,-122.291,1720,6720
84,5.551449998,3,1.5,1680,8712,1,0,0,average,1680,0,1964,1964,98059,47.4811,-122.149,1850,8797
85,5.498310554,3,1,960,6634,1,0,0,average,960,0,1952,1952,98125,47.7264,-122.31,1570,7203
86,5.973127854,3,1.5,2140,3600,2,0,0,average,1900,240,1925,1925,98119,47.6337,-122.365,2020,4800
87,5.484299839,5,2.25,2660,8400,1.5,0,0,very_good,2660,0,1961,1961,98092,47.2909,-122.189,1590,8165
88,5.663700925,3,3.25,2770,6278,2,0,0,average,1980,790,2006,2006,98056,47.5228,-122.199,1900,7349
89,5.33243846,2,2.25,1610,2040,2,0,0,good,1610,0,1979,1979,98056,47.518,-122.194,1950,2025
90,5.525044807,2,1.75,1030,1066,2,0,0,average,765,265,2006,2006,98136,47.5394,-122.387,1030,1106
91,5.386498966,4,2.5,1980,7403,2,0,0,average,1980,0,1988,1988,98023,47.2897,-122.372,1980,7510
92,6.041345305,5,2.75,3520,6353,2,0,0,good,3520,0,2001,2001,98199,47.6506,-122.391,2520,6250
93,5.184691431,3,1,1200,10500,1,0,0,average,1200,0,1962,1962,98023,47.322,-122.351,1350,10500
94,5.633468456,3,1.5,1580,5000,1,0,0,average,1290,290,1939,1939,98117,47.687,-122.386,1570,4500
95,5.84509804,3,1.5,1580,5000,1,0,0,average,1290,290,1939,1939,98117,47.687,-122.386,1570,4500
96,5.956648579,4,2.5,3300,10250,1,0,0,average,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045
97,5.393575203,3,1.75,1960,15681,1,0,0,average,1960,0,1967,1967,98032,47.3576,-122.277,1750,15616
98,5.298853076,4,1.5,1160,6400,1,0,0,good,1160,0,1975,1975,98023,47.3036,-122.378,1160,6400
99,5.496929648,3,1.75,1810,41800,1,0,0,very_good,1210,600,1980,1980,98038,47.4109,-121.958,1650,135036
100,5.640978057,3,2.5,2320,36847,2,0,2,average,2320,0,1992,1992,98045,47.4838,-121.714,2550,35065
101,5.929842795,3,2.5,2070,13241,1.5,0,0,very_good,1270,800,1910,1910,98102,47.6415,-122.315,2200,4500
102,5.744292983,3,2,1980,3478,1.5,0,0,good,1440,540,1929,1929,98117,47.6775,-122.372,1610,3478
103,5.845067018,3,2.25,2190,107593,2,0,0,good,2190,0,1983,1983,98077,47.7731,-122.08,2570,47777
104,6.036628895,3,2.5,2920,8113,2,0,0,average,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113
105,5.462397998,3,1,1210,33919,1,0,0,average,1210,0,1954,1954,98058,47.4375,-122.184,1640,14910
106,5.574031268,3,2.5,2340,10005,1,0,0,good,1460,880,1978,1978,98058,47.4431,-122.133,2250,8162
107,5.662757832,3,1,1670,4005,1.5,0,0,good,1170,500,1939,1939,98117,47.6878,-122.38,1240,4005
108,5.275311355,2,1.75,1240,2493,1,0,0,good,1240,0,1985,1985,98198,47.3813,-122.322,1270,4966
109,5.832508913,4,2.5,3140,28037,2,0,0,good,3140,0,1991,1991,98077,47.7304,-122.082,2990,35001
110,5.672097858,5,1.75,2030,12342,2,0,0,good,2030,0,1942,1942,98052,47.6417,-122.109,2500,9433
111,5.776519585,4,2.5,2310,9624,2,0,0,average,2310,0,1984,1984,98027,47.5386,-122.053,1940,9636
112,5.755874856,3,1.75,1260,3328,1,0,0,very_good,700,560,1905,1905,98103,47.6823,-122.349,1380,3536
113,5.435366507,3,1.75,1540,12600,1,0,0,good,1160,380,1980,1980,98038,47.3624,-122.031,1540,11656
114,5.518448133,3,1.75,2080,5969,1,0,2,average,1080,1000,1971,1971,98108,47.5474,-122.295,2090,5500
115,5.681241237,4,2.5,3230,16171,2,0,3,average,2520,710,2001,2001,98001,47.3183,-122.253,2640,8517
116,5.869525063,3,3.5,4380,6350,2,0,0,average,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350
117,5.714748761,3,3.5,1590,1102,3,0,0,average,1590,0,2010,2010,98103,47.6824,-122.347,1620,3166
118,5.312653296,2,1,880,6780,1,0,0,good,880,0,1945,1945,98178,47.5009,-122.248,1190,6780
119,5.235023159,4,2,1570,9600,1,0,0,average,1570,0,1950,1950,98168,47.4965,-122.303,1880,9000
120,5.728353782,4,1,1610,2982,1.5,0,0,good,1610,0,1925,1925,98144,47.587,-122.294,1610,4040
121,5.819543936,3,2.5,2400,6474,1,0,2,average,1560,840,1964,1964,98177,47.7728,-122.386,2340,10856
122,5.592731766,3,2,1450,9132,1,0,0,average,1450,0,1987,1987,98034,47.7288,-122.226,1580,9104
123,5.596597096,2,1,770,6000,1,0,0,average,770,0,1953,1953,98117,47.6999,-122.364,1710,6000
124,5.648360011,4,1.75,2100,4400,1.5,0,0,very_good,1720,380,1924,1924,98118,47.5299,-122.266,1850,4400
125,5.886490725,3,2.25,2910,10204,2,0,0,average,2910,0,1990,1990,98052,47.6897,-122.098,2700,13992
126,6.161368002,4,2.75,2750,17789,1.5,0,0,average,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275
127,5.648360011,3,2.25,2100,8201,1,0,2,average,1620,480,1967,1967,98178,47.5091,-122.244,2660,8712
128,5.414973348,4,2.25,2160,8811,1,0,0,average,1360,800,1978,1978,98023,47.3129,-122.39,2090,8400
129,5.915135907,5,3.5,2320,4960,2,0,0,very_good,1720,600,1926,1926,98103,47.6763,-122.352,1700,4960
130,5.633468456,4,2.5,2070,4310,2,0,0,average,2070,0,2004,2004,98065,47.5319,-121.85,1970,3748
131,5.326335861,3,1.75,1060,7875,1,0,0,good,1060,0,1986,1986,98092,47.2761,-122.152,1420,7680
132,5.819872822,4,2.25,2010,9603,1,0,0,average,1440,570,1986,1986,98027,47.5343,-122.054,2060,9793
133,5.894316063,3,3.5,3950,111078,1.5,0,0,average,2460,1490,1989,1989,98052,47.697,-122.072,2480,88500
134,5.65633398,3,2.5,2010,2287,2,0,0,average,1390,620,2014,2014,98029,47.5517,-121.998,1690,1662
135,5.829303773,4,3.5,2140,2278,3,0,0,average,2140,0,2005,2005,98107,47.6734,-122.38,1540,2285
136,5.298853076,3,1.75,1320,17390,1,0,0,good,1320,0,1956,1956,98003,47.3257,-122.296,1550,19265
137,5.342422681,4,1.75,2020,7840,1,0,0,average,1010,1010,1968,1968,98003,47.3309,-122.299,1750,8140
138,5.655138435,4,2.25,2590,10002,1,0,0,good,1340,1250,1968,1968,98028,47.7689,-122.266,1550,10436
139,5.582631439,2,1,1190,4440,1,0,0,average,1190,0,1981,1981,98125,47.7135,-122.287,1060,5715
140,5.715961583,3,2.25,1170,1249,3,0,0,average,1170,0,2014,2014,98107,47.6722,-122.381,1350,1310
141,5.822821645,2,1,1110,3200,1,0,0,average,1110,0,1925,1925,98119,47.6338,-122.358,1170,3600
142,5.722387094,5,2.5,2820,9375,1,0,0,good,1550,1270,1968,1968,98006,47.5707,-122.128,2820,9375
143,5.311753861,3,1,1610,8579,1,0,0,good,1010,600,1962,1962,98058,47.4563,-122.171,1610,8579
144,5.62324929,3,1,1060,8097,1,0,0,good,940,120,1923,1923,98133,47.7144,-122.351,1560,7940
145,5.698970004,4,2.25,2030,8517,1,0,0,good,1380,650,1961,1961,98006,47.5495,-122.174,2230,8824
146,5.96449534,4,2.5,3670,315374,2,0,0,good,3670,0,1994,1994,98077,47.7421,-122.026,2840,87991
147,5.949390007,4,1,2550,4000,2,0,0,average,2370,180,1905,1905,98109,47.6354,-122.353,2200,4000
148,5.633468456,2,2.5,2420,60984,2,0,0,average,2420,0,2007,2007,98027,47.5262,-121.943,1940,193842
149,5.411619706,5,2,2260,12500,1,0,0,good,1130,1130,1960,1960,98032,47.3887,-122.286,1360,18000
150,5.7084209,3,1,1430,3455,1,0,0,average,980,450,1947,1947,98103,47.6873,-122.336,1450,4599
151,5.726050388,3,2,1360,3090,2,0,0,average,1360,0,1990,1990,98103,47.6838,-122.353,1500,3090
152,5.748188027,3,1,1110,5000,1.5,0,0,average,1110,0,1947,1947,98107,47.655,-122.359,1420,5000
153,5.451709698,3,1,1250,8200,1,0,0,good,1250,0,1954,1954,98003,47.3255,-122.304,1680,8633
154,6.352182518,4,3.25,5180,19850,2,0,3,average,3540,1640,2006,2006,98006,47.562,-122.162,3160,9750
155,5.544068044,1,1,700,5100,1,0,0,average,700,0,1942,1942,98115,47.679,-122.3,1010,5100
156,5.33243846,3,1,1180,7669,1,0,0,good,1180,0,1967,1967,98058,47.4479,-122.176,1190,7669
157,5.812913357,5,3.5,3960,25245,2,0,0,average,2500,1460,1996,1996,98056,47.525,-122.172,2640,13675
158,5.505149978,4,2.75,2640,7500,1,0,0,average,1620,1020,1967,1967,98023,47.3135,-122.369,1980,7875
159,5.392696953,3,2,1270,7198,1.5,0,0,average,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198
160,5.505149978,4,1.75,1760,11180,1,0,0,good,1760,0,1968,1968,98059,47.4715,-122.118,1730,11180
161,5.40654018,5,2.25,2060,8632,1,0,0,average,1030,1030,1962,1962,98146,47.4877,-122.335,1010,11680
162,5.641474111,3,1.75,1780,9660,1,0,0,average,1780,0,1962,1962,98034,47.7171,-122.193,1200,9660
163,5.954242509,3,2.5,3400,16603,2,0,0,average,3400,0,2000,2000,98075,47.6012,-122.023,3400,12601
164,5.644438589,3,2.75,1910,7280,1,0,0,average,1160,750,1979,1979,98034,47.7319,-122.224,1710,8152
165,5.62324929,3,2,2020,38332,1,0,0,good,1010,1010,1975,1975,98027,47.4582,-122.023,2110,36590
166,5.568201724,3,1.75,1580,7000,1,0,0,average,1180,400,1976,1976,98034,47.7209,-122.168,1640,7500
167,5.431283332,2,1.75,1340,7250,1,0,0,very_good,700,640,1949,1949,98198,47.408,-122.327,1830,9750
168,5.906927347,4,2.5,2680,4499,2,0,0,average,2680,0,1999,1999,98006,47.565,-122.125,2920,4500
169,5.814913181,3,2.5,2680,9750,1,0,0,good,1610,1070,1979,1979,98034,47.7028,-122.231,2480,8750
170,5.569958818,3,2,1370,8336,1,0,0,very_good,1370,0,1964,1964,98133,47.7458,-122.331,1770,7288
171,5.45331834,3,1.75,1560,21000,1,0,0,average,1560,0,1954,1954,98166,47.4776,-122.337,1070,7920
172,5.434568904,3,1.75,2160,7140,1,0,0,good,1670,490,1978,1978,98023,47.3026,-122.374,1930,7350
173,5.495544338,3,1.5,1340,7912,1.5,0,0,average,1340,0,1955,1955,98133,47.7658,-122.339,1480,7940
174,5.962606073,4,2.5,3880,35003,2,0,0,average,2570,1310,1984,1984,98033,47.6477,-122.182,3740,35230
175,5.828015064,4,2.25,2590,8190,2,0,0,good,2590,0,1980,1980,98006,47.5619,-122.125,2260,8335
176,5.62838893,3,2.5,1120,1100,2,0,0,average,820,300,2008,2008,98122,47.6106,-122.31,1590,1795
177,5.602005701,5,2.75,1970,5400,1,0,0,average,1320,650,1986,1986,98144,47.5868,-122.308,1280,2150
178,5.58546073,3,1,1220,4800,1,0,0,average,1220,0,1901,1901,98122,47.6101,-122.307,1200,4800
179,5.431283332,3,1.5,1950,7560,1,0,2,good,1320,630,1975,1975,98022,47.1976,-121.999,1950,8941
180,5.51851394,2,1,1350,8220,1,0,0,average,1060,290,1949,1949,98177,47.7224,-122.358,1540,8280
181,5.414973348,3,2.5,1670,5797,2,0,0,average,1670,0,1988,1988,98030,47.3505,-122.179,1670,6183
182,5.672097858,4,3,2380,5125,1.5,0,0,good,1680,700,1925,1925,98126,47.5384,-122.376,1410,5375
183,5.770115295,4,3,2440,9600,2,0,0,very_good,2440,0,1961,1961,98034,47.7044,-122.2,2290,9600
184,5.213517757,2,1.5,1050,3419,2,0,0,average,1050,0,1996,1996,98038,47.3848,-122.039,1050,3417
185,5.921686475,4,2.75,3130,13412,2,0,0,average,2140,990,1993,1993,98052,47.6993,-122.102,2260,9984
186,6.039414119,5,3,4090,12850,1,0,2,good,2090,2000,1986,1986,98033,47.6627,-122.188,2540,10270
187,5.42975228,4,1.75,1490,10000,1,0,0,good,1100,390,1969,1969,98023,47.3099,-122.379,2190,8910
188,5.748188027,3,2.5,1900,8744,2,0,0,average,1900,0,1987,1987,98074,47.62,-122.043,2030,8744
189,5.788875116,4,1,1330,2400,1.5,0,0,good,1330,0,1901,1901,98103,47.65,-122.34,1330,4400
190,5.767295412,3,2.25,2230,10026,1,0,0,average,1430,800,1975,1975,98052,47.6647,-122.153,2230,9340
191,5.484299839,3,1.75,1650,9480,1,0,0,average,1220,430,1977,1977,98034,47.726,-122.191,1540,8400
192,5.222586423,3,1,1190,8820,1,0,0,average,1190,0,1959,1959,98058,47.4616,-122.184,1230,7980
193,5.902546779,3,2.5,2140,9897,1,0,0,good,2140,0,1959,1959,98040,47.5505,-122.219,2680,10083
194,5.602059991,3,2.5,2180,7508,1,0,0,good,1420,760,1962,1962,98133,47.7606,-122.336,1900,7818
195,5.361727836,3,1,1060,10228,1,0,0,average,1060,0,1948,1948,98155,47.7481,-122.3,1570,10228
196,5.409735364,3,2.5,1690,5025,2,0,0,average,1690,0,2003,2003,98023,47.2779,-122.347,2550,5001
197,5.626340367,4,2,1970,6480,1.5,0,0,very_good,1130,840,1920,1920,98108,47.5511,-122.312,1500,6480
198,5.667452953,3,2.5,2150,4084,2,0,0,average,2150,0,2007,2007,98126,47.5488,-122.372,1750,2385
199,5.643452676,3,2.5,1910,66211,2,0,0,average,1910,0,1997,1997,98024,47.5385,-121.911,2330,67268
200,5.58546073,3,1.75,1350,155073,1,0,0,good,1350,0,1969,1969,98038,47.4058,-121.994,1560,50965
201,5.322219295,3,1,860,11725,1,0,0,good,860,0,1943,1943,98056,47.5093,-122.184,1300,9514
202,5.472756449,3,2.5,1940,14952,2,0,0,average,1940,0,1994,1994,98042,47.3777,-122.165,2030,10450
203,5.672097858,3,1,1010,5000,1,0,0,average,1010,0,1952,1952,98107,47.675,-122.394,1680,5000
204,5.355068206,3,1.5,1300,7370,1,0,0,good,900,400,1976,1976,98023,47.3025,-122.37,1430,7500
205,5.438146636,3,1,910,8450,1,0,0,good,910,0,1962,1962,98059,47.4787,-122.158,1400,8040
206,5.924279286,4,1.75,2480,11010,1,0,0,good,1630,850,1966,1966,98040,47.5378,-122.219,2770,10744
207,5.831165634,3,2.5,2440,4587,2,0,0,average,2440,0,2010,2010,98052,47.7073,-122.114,2750,4587
208,5.62838893,3,1,1010,5864,1,0,0,average,1010,0,1915,1915,98116,47.5733,-122.381,1290,5000
209,5.255875273,2,0.75,900,9600,1,0,0,average,900,0,1941,1941,98166,47.4604,-122.339,1250,14280
210,5.666517981,6,3,2300,3404,2,0,0,average,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312
211,5.505149978,4,2.25,1550,7579,2,0,0,average,1550,0,1993,1993,98038,47.354,-122.047,1630,6397
212,5.796230091,3,2.25,1270,1566,2,0,0,average,1060,210,2014,2014,98105,47.6647,-122.284,1160,1327
213,5.772688355,4,2.5,2240,12032,1,0,0,average,2240,0,1983,1983,98074,47.6143,-122.017,2520,12368
214,5.667452953,3,2.5,2714,17936,2,0,0,average,2714,0,2005,2005,98001,47.3185,-122.275,2590,18386
215,5.678518379,4,2.75,1720,6270,2,0,0,average,1720,0,1978,1978,98118,47.5458,-122.268,2130,8700
216,5.447158031,2,1,850,16400,1,0,0,average,850,0,1923,1923,98168,47.4889,-122.299,1100,14459
217,6.1775365,5,3,3300,33474,1,0,3,average,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953
218,5.649177082,3,2.5,2250,5692,2,0,0,average,2250,0,2000,2000,98146,47.5133,-122.379,1320,5390
219,6.030194785,2,2.25,3900,14864,1,0,3,average,1950,1950,1947,1947,98144,47.5884,-122.291,2580,5184
220,5.669316881,2,1.5,1320,10800,1,0,0,good,1320,0,1947,1947,98177,47.7145,-122.367,2120,12040
221,5.836324116,4,2.5,2760,6440,2,0,0,average,2760,0,1999,1999,98075,47.5836,-122.026,3070,8127
222,5.447080472,3,2,1750,9750,1,0,0,average,1350,400,1961,1961,98198,47.398,-122.299,1900,10125
223,5.721810615,4,2.25,2330,19436,2,0,0,average,2330,0,1987,1987,98011,47.7663,-122.215,1910,10055
224,5.511883361,3,2.25,2220,16020,1,0,0,good,1780,440,1966,1966,98030,47.3758,-122.217,2080,9583
225,5.515873844,3,2.25,2020,8379,2,0,0,average,2020,0,1994,1994,98038,47.3828,-122.023,2020,8031
226,5.591064607,3,2.25,1250,7500,1,0,0,very_good,1250,0,1942,1942,98146,47.5123,-122.373,1280,7392
227,5.681195996,2,2,1510,6516,1,0,0,average,1510,0,2005,2005,98053,47.7076,-122.013,1640,6009
228,5.423163924,4,2.25,1720,9753,1,0,0,good,1120,600,1978,1978,98023,47.2922,-122.371,1510,9753
229,5.371067862,3,1,1430,15246,1,0,0,good,980,450,1961,1961,98031,47.4075,-122.214,1960,13068
230,5.713070326,3,2.5,1480,4729,2,0,0,average,1480,0,2004,2004,98053,47.6794,-122.034,2250,4729
231,5.8162413,2,1.75,1450,15798,2,1,4,average,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193
232,5.698970004,4,2.75,2280,15347,1,0,0,very_good,2280,0,1960,1960,98059,47.5218,-122.164,2280,15347
233,5.498310554,6,2.75,2940,7350,1,0,0,average,1780,1160,1978,1978,98023,47.3103,-122.339,2120,8236
234,5.328379603,2,1,1000,10200,1,0,0,average,1000,0,1961,1961,98024,47.5687,-121.899,1150,13702
235,5.67669361,3,1.5,2480,5280,1.5,0,0,very_good,1620,860,1947,1947,98108,47.5575,-122.303,2090,4800
236,6.010723865,5,4,3760,28040,2,0,0,average,3760,0,1983,1983,98033,47.6489,-122.183,3430,35096
237,5.619093331,3,2,2220,94300,1,0,0,very_good,1640,580,1976,1976,98010,47.3459,-121.95,2070,80100
238,5.612783857,4,1,1970,4740,1.5,0,0,average,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740
239,5.903089987,3,3.5,3830,221284,2,0,0,average,3530,300,1993,1993,98077,47.7641,-122.023,2920,148539
