TD,Ticker,Date,Close_Price,Volume,Year,TY
441,AAPL,2010-05-11,7.903114319,848906800,2010,1
446,AAPL,2010-05-12,8.074719429,654379600,2010,1
451,AAPL,2010-05-13,7.959802151,599712400,2010,1
456,AAPL,2010-05-14,7.819931984,759362800,2010,1
461,AAPL,2010-05-17,7.83225441,762834800,2010,1
466,AAPL,2010-05-18,7.774950027,782678400,2010,1
471,AAPL,2010-05-19,7.651098728,1025726800,2010,1
476,AAPL,2010-05-20,7.325138092,1282915200,2010,1
481,AAPL,2010-05-21,7.46562624,1223891200,2010,1
486,AAPL,2010-05-24,7.602416992,754238800,2010,1
491,AAPL,2010-05-25,7.554972172,1048006400,2010,1
496,AAPL,2010-05-26,7.520773411,850654000,2010,1
501,AAPL,2010-05-27,7.805451393,666282400,2010,1
506,AAPL,2010-05-28,7.914206505,815614800,2010,1
511,AAPL,2010-06-01,8.035902023,876472800,2010,1
516,AAPL,2010-06-02,8.132021904,688548000,2010,1
521,AAPL,2010-06-03,8.106456757,650106800,2010,1
526,AAPL,2010-06-04,7.885864735,758304400,2010,1
531,AAPL,2010-06-07,7.731203556,886942000,2010,1
536,AAPL,2010-06-08,7.681595325,1000770400,2010,1
541,AAPL,2010-06-09,7.492739201,854630000,2010,1
546,AAPL,2010-06-10,7.717952251,776356000,2010,1
551,AAPL,2010-06-11,7.810380936,545759200,2010,1
556,AAPL,2010-06-14,7.834102631,602960400,2010,1
561,AAPL,2010-06-15,8.000781059,585074000,2010,1
566,AAPL,2010-06-16,8.233697891,783678000,2010,1
571,AAPL,2010-06-17,8.376029968,872855200,2010,1
576,AAPL,2010-06-18,8.443811417,784621600,2010,1
581,AAPL,2010-06-21,8.323658943,776490400,2010,1
586,AAPL,2010-06-22,8.437031746,717262000,2010,1
591,AAPL,2010-06-23,8.348304749,768457200,2010,1
596,AAPL,2010-06-24,8.287611961,714277200,2010,1
601,AAPL,2010-06-25,8.216747284,549942400,2010,1
606,AAPL,2010-06-28,8.266047478,584948000,2010,1
611,AAPL,2010-06-29,7.8923316,1133344800,2010,1
616,AAPL,2010-06-30,7.749376774,739452000,2010,1
621,AAPL,2010-07-01,7.655410767,1022896000,2010,1
626,AAPL,2010-07-02,7.607965946,693842800,2010,1
631,AAPL,2010-07-06,7.660031796,615235600,2010,1
636,AAPL,2010-07-07,7.969353199,654556000,2010,1
641,AAPL,2010-07-08,7.951481342,738144400,2010,1
646,AAPL,2010-07-09,7.99862051,433322400,2010,1
651,AAPL,2010-07-12,7.92683506,562878400,2010,1
656,AAPL,2010-07-13,7.757696629,1190924000,2010,1
661,AAPL,2010-07-14,7.786348343,812047600,2010,1
666,AAPL,2010-07-15,7.746913433,824866000,2010,1
671,AAPL,2010-07-16,7.699158669,1039858400,2010,1
676,AAPL,2010-07-19,7.566065311,1024478000,2010,1
681,AAPL,2010-07-20,7.76046896,1074950800,2010,1
686,AAPL,2010-07-21,7.832872391,1185671200,2010,1
691,AAPL,2010-07-22,7.980138302,645318800,2010,1
696,AAPL,2010-07-23,8.008483887,533388800,2010,1
701,AAPL,2010-07-26,7.988145351,420551600,2010,1
706,AAPL,2010-07-27,8.136029243,584771600,2010,1
711,AAPL,2010-07-28,8.039904594,519985200,2010,1
716,AAPL,2010-07-29,7.952102184,643806800,2010,1
721,AAPL,2010-07-30,7.925605774,448210000,2010,1
726,AAPL,2010-08-02,8.067325592,428055600,2010,1
731,AAPL,2010-08-03,8.069788933,417653600,2010,1
736,AAPL,2010-08-04,8.102140427,420375200,2010,1
741,AAPL,2010-08-05,8.062706947,289097200,2010,1
746,AAPL,2010-08-06,8.013101578,444897600,2010,1
751,AAPL,2010-08-09,8.06424427,303128000,2010,1
756,AAPL,2010-08-10,7.992152214,451920000,2010,1
761,AAPL,2010-08-11,7.708093643,620054400,2010,1
766,AAPL,2010-08-12,7.757389545,534920400,2010,1
771,AAPL,2010-08-13,7.674511909,354869200,2010,1
776,AAPL,2010-08-16,7.629533768,318430000,2010,1
781,AAPL,2010-08-17,7.762935162,422640400,2010,1
786,AAPL,2010-08-18,7.796822071,339696000,2010,1
791,AAPL,2010-08-19,7.698543549,426706000,2010,1
796,AAPL,2010-08-20,7.691150188,384230000,2010,1
801,AAPL,2010-08-23,7.572840691,414041600,2010,1
806,AAPL,2010-08-24,7.391994476,602565600,2010,1
811,AAPL,2010-08-25,7.483189106,596867600,2010,1
816,AAPL,2010-08-26,7.402776241,466505200,2010,1
821,AAPL,2010-08-27,7.444060326,548391200,2010,1
826,AAPL,2010-08-30,7.471172333,383289200,2010,1
831,AAPL,2010-08-31,7.489661694,420786800,2010,1
836,AAPL,2010-09-01,7.712407112,697037600,2010,1
841,AAPL,2010-09-02,7.769096375,415427600,2010,1
846,AAPL,2010-09-03,7.972433567,520788800,2010,1
851,AAPL,2010-09-07,7.942860603,342557600,2010,1
856,AAPL,2010-09-08,8.100291252,526551200,2010,1
861,AAPL,2010-09-09,8.104912758,438575200,2010,1
866,AAPL,2010-09-10,8.11538887,387542400,2010,1
871,AAPL,2010-09-13,8.227223396,388780000,2010,1
876,AAPL,2010-09-14,8.258651733,408150400,2010,1
881,AAPL,2010-09-15,8.325194359,429368800,2010,1
886,AAPL,2010-09-16,8.520831108,652103200,2010,1
891,AAPL,2010-09-17,8.483863831,634477200,2010,1
896,AAPL,2010-09-20,8.726019859,658677600,2010,1
901,AAPL,2010-09-21,8.742657661,668074400,2010,1
906,AAPL,2010-09-22,8.86527729,585289600,2010,1
911,AAPL,2010-09-23,8.901325226,786116800,2010,1
916,AAPL,2010-09-24,9.006072998,649488000,2010,1
921,AAPL,2010-09-27,8.970334053,482834800,2010,1
926,AAPL,2010-09-28,8.8378582,1035042400,2010,1
931,AAPL,2010-09-29,8.853573799,469644000,2010,1
936,AAPL,2010-09-30,8.742045403,673391600,2010,1
941,AAPL,2010-10-01,8.704145432,448142800,2010,1
946,AAPL,2010-10-04,8.584609032,435302000,2010,1
951,AAPL,2010-10-05,8.901942253,501967200,2010,1
956,AAPL,2010-10-06,8.909643173,670868800,2010,1
961,AAPL,2010-10-07,8.910567284,408399600,2010,1
966,AAPL,2010-10-08,9.059988022,658403200,2010,1
971,AAPL,2010-10-11,9.099733353,427753200,2010,1
976,AAPL,2010-10-12,9.197706223,558544000,2010,1
981,AAPL,2010-10-13,9.247000694,630092400,2010,1
986,AAPL,2010-10-14,9.313858032,435296400,2010,1
991,AAPL,2010-10-15,9.696814537,922194000,2010,1
996,AAPL,2010-10-18,9.797249794,1093010800,2010,1
1001,AAPL,2010-10-19,9.535068512,1232784000,2010,1
1006,AAPL,2010-10-20,9.567108154,721624400,2010,1
1011,AAPL,2010-10-21,9.535989761,551460000,2010,1
1016,AAPL,2010-10-22,9.472831726,372778000,2010,1
1021,AAPL,2010-10-25,9.515040398,392462000,2010,1
1026,AAPL,2010-10-26,9.490699768,392929600,2010,1
1031,AAPL,2010-10-27,9.483922958,399002800,2010,1
1036,AAPL,2010-10-28,9.404126167,551051200,2010,1
1041,AAPL,2010-10-29,9.272884369,430511200,2010,1
1046,AAPL,2010-11-01,9.37146759,423889200,2010,1
1051,AAPL,2010-11-02,9.531059265,433930000,2010,1
1056,AAPL,2010-11-03,9.637043953,508348400,2010,1
1061,AAPL,2010-11-04,9.805566788,642488000,2010,1
1066,AAPL,2010-11-05,9.770447731,361253200,2010,1
1071,AAPL,2010-11-08,9.816350937,281758400,2010,1
1076,AAPL,2010-11-09,9.738095284,383544000,2010,1
1081,AAPL,2010-11-10,9.798176765,384227200,2010,1
1086,AAPL,2010-11-11,9.75565815,361284000,2010,1
1091,AAPL,2010-11-12,9.490086555,795846800,2010,1
1096,AAPL,2010-11-15,9.459582329,403606000,2010,1
1101,AAPL,2010-11-16,9.291675568,657650000,2010,1
1106,AAPL,2010-11-17,9.25809288,479449600,2010,1
1111,AAPL,2010-11-18,9.502407074,494491200,2010,1
1116,AAPL,2010-11-19,9.450032234,384843200,2010,1
1121,AAPL,2010-11-22,9.654295921,393075200,2010,1
1126,AAPL,2010-11-23,9.511648178,519447600,2010,1
1131,AAPL,2010-11-24,9.698662758,413725200,2010,1
1136,AAPL,2010-11-26,9.704821587,237585600,2010,1
1141,AAPL,2010-11-29,9.762435913,445785200,2010,1
1146,AAPL,2010-11-30,9.586211205,501858000,2010,1
1151,AAPL,2010-12-01,9.747958183,461750800,2010,1
1156,AAPL,2010-12-02,9.801870346,462837200,2010,1
1161,AAPL,2010-12-03,9.779996872,342092800,2010,1
1166,AAPL,2010-12-06,9.863489151,448481600,2010,1
1171,AAPL,2010-12-07,9.803718567,391454000,2010,1
1176,AAPL,2010-12-08,9.889985085,321935600,2010,1
1181,AAPL,2010-12-09,9.851471901,294151200,2010,1
1186,AAPL,2010-12-10,9.876120567,262511200,2010,1
1191,AAPL,2010-12-13,9.910318375,439815600,2010,1
1196,AAPL,2010-12-14,9.867801666,351008000,2010,1
1201,AAPL,2010-12-15,9.86995697,417312000,2010,1
1206,AAPL,2010-12-16,9.897377968,322030800,2010,1
1211,AAPL,2010-12-17,9.877660751,386929200,2010,1
1216,AAPL,2010-12-20,9.926958084,385610400,2010,1
1221,AAPL,2010-12-21,9.988261223,256354000,2010,1
1226,AAPL,2010-12-22,10.01784134,265921600,2010,1
1231,AAPL,2010-12-23,9.969780922,223157200,2010,1
1236,AAPL,2010-12-27,10.00305557,249816000,2010,1
1241,AAPL,2010-12-28,10.02739239,175924000,2010,1
1246,AAPL,2010-12-29,10.02184582,163139200,2010,1
1251,AAPL,2010-12-30,9.971630096,157494400,2010,1
1256,AAPL,2010-12-31,9.937735558,193508000,2010,1
1261,AAPL,2011-01-03,10.15370846,445138400,2011,6
1266,AAPL,2011-01-04,10.20670223,309080800,2011,6
1271,AAPL,2011-01-05,10.29019451,255519600,2011,6
1276,AAPL,2011-01-06,10.2818737,300428800,2011,6
1281,AAPL,2011-01-07,10.35550594,311931200,2011,6
1286,AAPL,2011-01-10,10.55053043,448560000,2011,6
1291,AAPL,2011-01-11,10.52557278,444108000,2011,6
1296,AAPL,2011-01-12,10.61122322,302590400,2011,6
1301,AAPL,2011-01-13,10.65003872,296780400,2011,6
1306,AAPL,2011-01-14,10.73630714,308840000,2011,6
1311,AAPL,2011-01-18,10.49507236,1880998000,2011,6
1316,AAPL,2011-01-19,10.43930721,1135612800,2011,6
1321,AAPL,2011-01-20,10.24952507,764789200,2011,6
1326,AAPL,2011-01-21,10.06590366,754401200,2011,6
1331,AAPL,2011-01-24,10.39648342,574683200,2011,6
1336,AAPL,2011-01-25,10.51817799,546868000,2011,6
1341,AAPL,2011-01-26,10.5936594,506875600,2011,6
1346,AAPL,2011-01-27,10.57394409,285026000,2011,6
1351,AAPL,2011-01-28,10.35489178,592057200,2011,6
1356,AAPL,2011-01-31,10.45409584,377246800,2011,6
1361,AAPL,2011-02-01,10.63001633,426633200,2011,6
1366,AAPL,2011-02-02,10.60814095,258955200,2011,6
1371,AAPL,2011-02-03,10.5810318,393797600,2011,6
1376,AAPL,2011-02-04,10.67530632,321840400,2011,6
1381,AAPL,2011-02-07,10.84105492,485021600,2011,6
1386,AAPL,2011-02-08,10.94334221,381040800,2011,6
1391,AAPL,2011-02-09,11.03453541,482745200,2011,6
1396,AAPL,2011-02-10,10.92300892,928550000,2011,6
1401,AAPL,2011-02-11,10.99417686,367572800,2011,6
1406,AAPL,2011-02-14,11.06596184,310416400,2011,6
1411,AAPL,2011-02-15,11.0881443,284174800,2011,6
1416,AAPL,2011-02-16,11.18765736,481157600,2011,6
1421,AAPL,2011-02-17,11.03885078,530583200,2011,6
1426,AAPL,2011-02-18,10.8003912,816057200,2011,6
1431,AAPL,2011-02-22,10.43222523,872555600,2011,6
1436,AAPL,2011-02-23,10.55576801,671854400,2011,6
1441,AAPL,2011-02-24,10.56377697,499900800,2011,6
1446,AAPL,2011-02-25,10.72644711,380018800,2011,6
1451,AAPL,2011-02-28,10.88203335,403074000,2011,6
1456,AAPL,2011-03-01,10.76187897,456136800,2011,6
1461,AAPL,2011-03-02,10.84845066,602590800,2011,6
1466,AAPL,2011-03-03,11.07767105,500788400,2011,6
1471,AAPL,2011-03-04,11.09122467,453266800,2011,6
1476,AAPL,2011-03-07,10.9482708,546123200,2011,6
1481,AAPL,2011-03-08,10.96059608,356316800,2011,6
1486,AAPL,2011-03-09,10.8592329,453306000,2011,6
1491,AAPL,2011-03-10,10.68054008,507539200,2011,6
1496,AAPL,2011-03-11,10.84444523,471080400,2011,6
1501,AAPL,2011-03-14,10.89281654,435957200,2011,6
1506,AAPL,2011-03-15,10.6423378,721081200,2011,6
1511,AAPL,2011-03-16,10.16726589,1162011200,2011,6
1516,AAPL,2011-03-17,10.30990696,659422400,2011,6
1521,AAPL,2011-03-18,10.18760014,753214000,2011,6
1526,AAPL,2011-03-21,10.45347977,409402000,2011,6
1531,AAPL,2011-03-22,10.5120182,325922800,2011,6
1536,AAPL,2011-03-23,10.45009041,372996400,2011,6
1541,AAPL,2011-03-24,10.62816906,404712000,2011,6
1546,AAPL,2011-03-25,10.83058262,448910000,2011,6
1551,AAPL,2011-03-28,10.79669094,309355200,2011,6
1556,AAPL,2011-03-29,10.81271362,352900800,2011,6
1561,AAPL,2011-03-30,10.74092865,329406000,2011,6
1566,AAPL,2011-03-31,10.73723125,274019200,2011,6
1571,AAPL,2011-04-01,10.61553764,418661600,2011,6
1576,AAPL,2011-04-04,10.51171017,460084800,2011,6
1581,AAPL,2011-04-05,10.4408474,482731200,2011,6
1586,AAPL,2011-04-06,10.41466045,402539200,2011,6
1591,AAPL,2011-04-07,10.4158926,373447200,2011,6
1596,AAPL,2011-04-08,10.32284927,377535200,2011,6
1601,AAPL,2011-04-11,10.19160557,398946800,2011,6
1606,AAPL,2011-04-12,10.24089813,425639200,2011,6
1611,AAPL,2011-04-13,10.35581684,346220000,2011,6
1616,AAPL,2011-04-14,10.24151611,301800800,2011,6
1621,AAPL,2011-04-15,10.0887022,453605600,2011,6
1626,AAPL,2011-04-18,10.2239542,609898800,2011,6
1631,AAPL,2011-04-19,10.40911674,419378400,2011,6
1636,AAPL,2011-04-20,10.54929733,700666400,2011,6
1641,AAPL,2011-04-21,10.80470181,753810400,2011,6
1646,AAPL,2011-04-25,10.87586975,266546000,2011,6
1651,AAPL,2011-04-26,10.79607391,338800000,2011,6
1656,AAPL,2011-04-27,10.78775692,356213200,2011,6
1661,AAPL,2011-04-28,10.68300438,360959200,2011,6
1666,AAPL,2011-04-29,10.78714371,1006345200,2011,6
1671,AAPL,2011-05-02,10.66852665,442713600,2011,6
1676,AAPL,2011-05-03,10.72768116,313348000,2011,6
1681,AAPL,2011-05-04,10.76988792,389250400,2011,6
1686,AAPL,2011-05-05,10.68300438,335969200,2011,6
1691,AAPL,2011-05-06,10.68023205,280134400,2011,6
1696,AAPL,2011-05-09,10.70919704,204747200,2011,6
1701,AAPL,2011-05-10,10.76619244,282091600,2011,6
1706,AAPL,2011-05-11,10.69779587,336000000,2011,6
1711,AAPL,2011-05-12,10.67746258,322000000,2011,6
1716,AAPL,2011-05-13,10.49045181,326116000,2011,6
1721,AAPL,2011-05-16,10.26862621,449775200,2011,6
1726,AAPL,2011-05-17,10.35612488,452334400,2011,6
1731,AAPL,2011-05-18,10.47104359,334776400,2011,6
1736,AAPL,2011-05-19,10.49137783,261170000,2011,6
1741,AAPL,2011-05-20,10.32778263,337968400,2011,6
1746,AAPL,2011-05-23,10.30251503,383600000,2011,6
1751,AAPL,2011-05-24,10.23443127,321927200,2011,6
1756,AAPL,2011-05-25,10.37584019,294224000,2011,6
1761,AAPL,2011-05-26,10.32100201,222560800,2011,6
1766,AAPL,2011-05-27,10.39525127,203599200,2011,6
1771,AAPL,2011-05-31,10.71627998,417754400,2011,6
1776,AAPL,2011-06-01,10.64480305,554682800,2011,6
1781,AAPL,2011-06-02,10.66298199,338783200,2011,6
1786,AAPL,2011-06-03,10.5810318,313250000,2011,6
1791,AAPL,2011-06-06,10.41466045,461941200,2011,6
1796,AAPL,2011-06-07,10.22981071,529785200,2011,6
1801,AAPL,2011-06-08,10.23596859,333723600,2011,6
1806,AAPL,2011-06-09,10.21286488,275088800,2011,6
1811,AAPL,2011-06-10,10.04063988,433955200,2011,6
1816,AAPL,2011-06-13,10.06220627,329473200,2011,6
1821,AAPL,2011-06-14,10.24213123,334569200,2011,6
1826,AAPL,2011-06-15,10.06682682,399196000,2011,6
1831,AAPL,2011-06-16,10.01784134,510591200,2011,6
1836,AAPL,2011-06-17,9.866876602,615020000,2011,6
1841,AAPL,2011-06-20,9.714679718,640645600,2011,6
1846,AAPL,2011-06-21,10.02215481,493382400,2011,6
1851,AAPL,2011-06-22,9.939277649,390583200,2011,6
1856,AAPL,2011-06-23,10.2048521,559759200,2011,6
1861,AAPL,2011-06-24,10.05450249,439807200,2011,6
1866,AAPL,2011-06-27,10.22981071,339813600,2011,6
1871,AAPL,2011-06-28,10.32901192,294299600,2011,6
1876,AAPL,2011-06-29,10.29142475,352545200,2011,6
1881,AAPL,2011-06-30,10.34164238,322954800,2011,6
1886,AAPL,2011-07-01,10.57548428,435313200,2011,6
1891,AAPL,2011-07-05,10.76557446,355054000,2011,6
1896,AAPL,2011-07-06,10.83735752,444626000,2011,6
1901,AAPL,2011-07-07,11.00496101,399663600,2011,6
1906,AAPL,2011-07-08,11.08228874,489633200,2011,6
1911,AAPL,2011-07-11,10.90637112,442674400,2011,6
1916,AAPL,2011-07-12,10.8986702,451609200,2011,6
1921,AAPL,2011-07-13,11.03022289,391638800,2011,6
1926,AAPL,2011-07-14,11.02252293,430533600,2011,6
1931,AAPL,2011-07-15,11.24280643,484467200,2011,6
1936,AAPL,2011-07-18,11.51638794,572653200,2011,6
1941,AAPL,2011-07-19,11.61035633,819145600,2011,6
1946,AAPL,2011-07-20,11.91998482,941340400,2011,6
1951,AAPL,2011-07-21,11.93200588,526534400,2011,6
1956,AAPL,2011-07-22,12.11716652,516728800,2011,6
1961,AAPL,2011-07-25,12.27736855,589806000,2011,6
1966,AAPL,2011-07-26,12.42864037,476582400,2011,6
1971,AAPL,2011-07-27,12.09529018,659324400,2011,6
1976,AAPL,2011-07-28,12.07156658,594034000,2011,6
1981,AAPL,2011-07-29,12.03028393,632584400,2011,6
1986,AAPL,2011-08-01,12.22345448,612836000,2011,6
1991,AAPL,2011-08-02,11.98191071,639539600,2011,6
1996,AAPL,2011-08-03,12.09467316,732508000,2011,6
2001,AAPL,2011-08-04,11.62637806,871407600,2011,6
2006,AAPL,2011-08-05,11.51084232,1204590800,2011,6
2011,AAPL,2011-08-08,10.88203335,1143833600,2011,6
2016,AAPL,2011-08-09,11.52286053,1082583600,2011,6
2021,AAPL,2011-08-10,11.20491123,878656800,2011,6
2026,AAPL,2011-08-11,11.51330853,741969200,2011,6
2031,AAPL,2011-08-12,11.61466885,528976000,2011,6
2036,AAPL,2011-08-15,11.81246471,460544000,2011,6
2041,AAPL,2011-08-16,11.72219372,498750000,2011,6
2046,AAPL,2011-08-17,11.72095966,442061200,2011,6
2051,AAPL,2011-08-18,11.27762032,851435200,2011,6
2056,AAPL,2011-08-19,10.96891499,775888400,2011,6
2061,AAPL,2011-08-22,10.98154449,535315200,2011,6
2066,AAPL,2011-08-23,11.51022816,656835200,2011,6
2071,AAPL,2011-08-24,11.58971691,626267600,2011,6
2076,AAPL,2011-08-25,11.51392174,871346000,2011,6
2081,AAPL,2011-08-26,11.81770134,641477200,2011,6
2086,AAPL,2011-08-29,12.01457214,405269200,2011,6
2091,AAPL,2011-08-30,12.01518631,417922400,2011,6
2096,AAPL,2011-08-31,11.85621357,522586400,2011,6
2101,AAPL,2011-09-01,11.7391367,343725200,2011,6
2106,AAPL,2011-09-02,11.52409267,438939200,2011,6
2111,AAPL,2011-09-06,11.69939518,509698000,2011,6
2116,AAPL,2011-09-07,11.82848454,350576800,2011,6
2121,AAPL,2011-09-08,11.83495617,416158400,2011,6
2126,AAPL,2011-09-09,11.62976551,564813200,2011,6
2131,AAPL,2011-09-12,11.70555687,467832400,2011,6
2136,AAPL,2011-09-13,11.84974098,440560400,2011,6
2141,AAPL,2011-09-14,11.99392891,534724400,2011,6
2146,AAPL,2011-09-15,12.10669041,417818800,2011,6
2151,AAPL,2011-09-16,12.33899021,698513200,2011,6
2156,AAPL,2011-09-19,12.68189335,823860800,2011,6
2161,AAPL,2011-09-20,12.73796368,775754000,2011,6
2166,AAPL,2011-09-21,12.69760609,605976000,2011,6
2171,AAPL,2011-09-22,12.3796587,968480800,2011,6
2176,AAPL,2011-09-23,12.45606422,546277200,2011,6
2181,AAPL,2011-09-26,12.42125225,812876400,2011,6
2186,AAPL,2011-09-27,12.30078506,632497600,2011,6
2191,AAPL,2011-09-28,12.23146534,429637600,2011,6
2196,AAPL,2011-09-29,12.03305721,651086800,2011,6
2201,AAPL,2011-09-30,11.74807167,547640800,2011,6
2206,AAPL,2011-10-03,11.54103565,669099200,2011,6
2211,AAPL,2011-10-04,11.47633934,1233677200,2011,6
2216,AAPL,2011-10-05,11.65349007,786469600,2011,6
2221,AAPL,2011-10-06,11.62637806,812582400,2011,6
2226,AAPL,2011-10-07,11.39315414,535458000,2011,6
2231,AAPL,2011-10-10,11.97882938,442514800,2011,6
2236,AAPL,2011-10-11,12.33251858,605687600,2011,6
2241,AAPL,2011-10-12,12.39105606,622286000,2011,6
2246,AAPL,2011-10-13,12.58330154,426185200,2011,6
2251,AAPL,2011-10-14,13.00137997,573367200,2011,6
2256,AAPL,2011-10-17,12.93945599,686044800,2011,6
2261,AAPL,2011-10-18,13.0087738,881602400,2011,6
2266,AAPL,2011-10-19,12.28106499,1104059600,2011,6
2271,AAPL,2011-10-20,12.17909145,549270400,2011,6
2276,AAPL,2011-10-21,12.10391903,621244400,2011,6
2281,AAPL,2011-10-24,12.50135326,502138000,2011,6
2286,AAPL,2011-10-25,12.25487995,430427200,2011,6
2291,AAPL,2011-10-26,12.34207058,456304800,2011,6
2296,AAPL,2011-10-27,12.46807671,494664800,2011,6
2301,AAPL,2011-10-28,12.47608757,322842800,2011,6
2306,AAPL,2011-10-31,12.47084904,385501200,2011,6
2311,AAPL,2011-11-01,12.21605873,531790000,2011,6
2316,AAPL,2011-11-02,12.24378872,327350800,2011,6
2321,AAPL,2011-11-03,12.41816711,441386400,2011,6
2326,AAPL,2011-11-04,12.33097839,302229200,2011,6
2331,AAPL,2011-11-07,12.31526661,270275600,2011,6
2336,AAPL,2011-11-08,12.51552582,400442000,2011,6
2341,AAPL,2011-11-09,12.17816544,558684000,2011,6
2346,AAPL,2011-11-10,11.8682251,744752400,2011,6
