Article_ID,Title,Author,Ticker,Date,Year,Content,TY,TD
183218,This is only a sample title.,Theflyonthewall,IBM,2010-01-19,2010,This is only a sample content.,3,53.0
183261,This is only a sample title.,Sam Diaz,IBM,2010-01-19,2010,This is only a sample content.,3,53.0
183270,This is only a sample title.,eChristian Investing,AAPL,2010-01-19,2010,This is only a sample content.,1,51.0
183287,This is only a sample title.,SA Transcripts,IBM,2010-01-19,2010,This is only a sample content.,3,53.0
183308,This is only a sample title.,BlindReason,AAPL,2010-01-20,2010,This is only a sample content.,1,56.0
183400,This is only a sample title.,Ockham Research,IBM,2010-01-20,2010,This is only a sample content.,3,58.0
183404,This is only a sample title.,TechCrunch,AMZN,2010-01-20,2010,This is only a sample content.,2,57.0
183444,This is only a sample title.,Zacks Investment Research,IBM,2010-01-20,2010,This is only a sample content.,3,58.0
183952,This is only a sample title.,optionMONSTER,AAPL,2010-01-22,2010,This is only a sample content.,1,66.0
183957,This is only a sample title.,Jett Winter,AAPL,2010-01-22,2010,This is only a sample content.,1,66.0
183958,This is only a sample title.,Theflyonthewall,AAPL,2010-01-22,2010,This is only a sample content.,1,66.0
183967,This is only a sample title.,Sam Diaz,AAPL,2010-01-22,2010,This is only a sample content.,1,66.0
183980,This is only a sample title.,The Business Insider,AAPL,2010-01-22,2010,This is only a sample content.,1,66.0
184089,This is only a sample title.,SA Editors,AAPL,2010-01-24,2010,This is only a sample content.,1,
184172,This is only a sample title.,Stephen Rosenman,AAPL,2010-01-25,2010,This is only a sample content.,1,71.0
184217,This is only a sample title.,Larry Dignan,AAPL,2010-01-25,2010,This is only a sample content.,1,71.0
184309,This is only a sample title.,Eli Hoffmann,AAPL,2010-01-25,2010,This is only a sample content.,1,71.0
184312,This is only a sample title.,TechCrunch,AAPL,2010-01-25,2010,This is only a sample content.,1,71.0
184324,This is only a sample title.,Market Blog,AAPL,2010-01-25,2010,This is only a sample content.,1,71.0
184325,This is only a sample title.,Sam Diaz,AAPL,2010-01-25,2010,This is only a sample content.,1,71.0
184328,This is only a sample title.,SA Transcripts,AAPL,2010-01-25,2010,This is only a sample content.,1,71.0
184349,This is only a sample title.,Neil Carvin,AAPL,2010-01-26,2010,This is only a sample content.,1,76.0
184350,This is only a sample title.,451 Research: Inorganic Growth,IBM,2010-01-26,2010,This is only a sample content.,3,78.0
184376,This is only a sample title.,Zacks Investment Research,AAPL,2010-01-26,2010,This is only a sample content.,1,76.0
184383,This is only a sample title.,Jason Schwarz,AAPL,2010-01-26,2010,This is only a sample content.,1,76.0
184412,This is only a sample title.,Bespoke Investment Group,AAPL,2010-01-25,2010,This is only a sample content.,1,71.0
184440,This is only a sample title.,Stephen Rosenman,AAPL,2010-01-26,2010,This is only a sample content.,1,76.0
184562,This is only a sample title.,Research Recap,AAPL,2010-01-26,2010,This is only a sample content.,1,76.0
184580,This is only a sample title.,Market Blog,AAPL,2010-01-26,2010,This is only a sample content.,1,76.0
184665,This is only a sample title.,Joel West,AAPL,2010-01-27,2010,This is only a sample content.,1,81.0
184716,This is only a sample title.,Paul Price,KO,2010-01-27,2010,This is only a sample content.,4,84.0
184763,This is only a sample title.,Bruce Everiss,AAPL,2010-01-27,2010,This is only a sample content.,1,81.0
184775,This is only a sample title.,Theflyonthewall,AMZN,2010-01-27,2010,This is only a sample content.,2,82.0
184785,This is only a sample title.,Chris Krasowski,AAPL,2010-01-27,2010,This is only a sample content.,1,81.0
184849,This is only a sample title.,TechCrunch,AAPL,2010-01-27,2010,This is only a sample content.,1,81.0
184868,This is only a sample title.,Market Blog,AAPL,2010-01-27,2010,This is only a sample content.,1,81.0
185006,This is only a sample title.,Jason Schwarz,AAPL,2010-01-28,2010,This is only a sample content.,1,86.0
185031,This is only a sample title.,Bruce Everiss,AAPL,2010-01-28,2010,This is only a sample content.,1,86.0
185090,This is only a sample title.,Keith Woolcock,AAPL,2010-01-28,2010,This is only a sample content.,1,86.0
185131,This is only a sample title.,Theflyonthewall,MSFT,2010-01-28,2010,This is only a sample content.,5,90.0
185174,This is only a sample title.,Stefan Sidahmed,AAPL,2010-01-28,2010,This is only a sample content.,1,86.0
185184,This is only a sample title.,Eli Hoffmann,AMZN,2010-01-28,2010,This is only a sample content.,2,87.0
185194,This is only a sample title.,Eli Hoffmann,MSFT,2010-01-28,2010,This is only a sample content.,5,90.0
185211,This is only a sample title.,Larry Dignan,MSFT,2010-01-28,2010,This is only a sample content.,5,90.0
185214,This is only a sample title.,Sam Diaz,AMZN,2010-01-28,2010,This is only a sample content.,2,87.0
185247,This is only a sample title.,SA Transcripts,AMZN,2010-01-28,2010,This is only a sample content.,2,87.0
185248,This is only a sample title.,SA Transcripts,MSFT,2010-01-28,2010,This is only a sample content.,5,90.0
185257,This is only a sample title.,The Lonely Value Investor,AMZN,2010-01-28,2010,This is only a sample content.,2,87.0
185302,This is only a sample title.,Dan Rayburn,AAPL,2010-01-29,2010,This is only a sample content.,1,91.0
185351,This is only a sample title.,Investorpoet,AAPL,2010-01-29,2010,This is only a sample content.,1,91.0
185375,This is only a sample title.,Scot Wingo,AMZN,2010-01-29,2010,This is only a sample content.,2,92.0
185429,This is only a sample title.,Zacks Investment Research,AMZN,2010-01-29,2010,This is only a sample content.,2,92.0
185720,This is only a sample title.,Neil Carvin,MSFT,2010-02-01,2010,This is only a sample content.,5,100.0
185721,This is only a sample title.,Stephen Rosenman,AAPL,2010-02-01,2010,This is only a sample content.,1,96.0
185752,This is only a sample title.,TechCrunch,AMZN,2010-02-01,2010,This is only a sample content.,2,97.0
186024,This is only a sample title.,Larry Dignan,AAPL,2010-02-02,2010,This is only a sample content.,1,101.0
186160,This is only a sample title.,SA Transcripts,IBM,2010-02-02,2010,This is only a sample content.,3,103.0
186182,This is only a sample title.,Jeff Miller,AAPL,2010-02-03,2010,This is only a sample content.,1,106.0
186332,This is only a sample title.,TechCrunch,IBM,2010-02-03,2010,This is only a sample content.,3,108.0
186348,This is only a sample title.,Zarg,AAPL,2010-02-03,2010,This is only a sample content.,1,106.0
186519,This is only a sample title.,Dan Rayburn,AAPL,2010-02-04,2010,This is only a sample content.,1,111.0
186665,This is only a sample title.,Larry Dignan,IBM,2010-02-04,2010,This is only a sample content.,3,113.0
186872,This is only a sample title.,Cheep Talk,MSFT,2010-02-05,2010,This is only a sample content.,5,120.0
186916,This is only a sample title.,TechCrunch,MSFT,2010-02-05,2010,This is only a sample content.,5,120.0
187335,This is only a sample title.,optionMONSTER,KO,2010-02-08,2010,This is only a sample content.,4,124.0
187349,This is only a sample title.,Bespoke Investment Group,AAPL,2010-02-08,2010,This is only a sample content.,1,121.0
187631,This is only a sample title.,SA Transcripts,KO,2010-02-09,2010,This is only a sample content.,4,129.0
187725,This is only a sample title.,Jason Schwarz,AAPL,2010-02-10,2010,This is only a sample content.,1,131.0
187736,This is only a sample title.,Neil Carvin,AAPL,2010-02-10,2010,This is only a sample content.,1,131.0
188009,This is only a sample title.,Brian Gaudet,KO,2010-02-11,2010,This is only a sample content.,4,139.0
188058,This is only a sample title.,TechCrunch,AAPL,2010-02-11,2010,This is only a sample content.,1,136.0
188321,This is only a sample title.,Michael Arrington,AMZN,2010-02-12,2010,This is only a sample content.,2,142.0
188325,This is only a sample title.,TechCrunch,AAPL,2010-02-12,2010,This is only a sample content.,1,141.0
188486,This is only a sample title.,Neil Carvin,MSFT,2010-02-14,2010,This is only a sample content.,5,
188642,This is only a sample title.,Erick Schonfeld,MSFT,2010-02-15,2010,This is only a sample content.,5,
188710,This is only a sample title.,Yankee Group,MSFT,2010-02-16,2010,This is only a sample content.,5,150.0
188847,This is only a sample title.,Bespoke Investment Group,AAPL,2010-02-16,2010,This is only a sample content.,1,146.0
188863,This is only a sample title.,Susan Byrne,IBM,2010-02-17,2010,This is only a sample content.,3,153.0
188881,This is only a sample title.,The Business Insider,AAPL,2010-02-17,2010,This is only a sample content.,1,151.0
189223,This is only a sample title.,YCharts,MSFT,2010-02-18,2010,This is only a sample content.,5,160.0
189224,This is only a sample title.,The Business Insider,AMZN,2010-02-18,2010,This is only a sample content.,2,157.0
189730,This is only a sample title.,Double Dividend Stocks,AAPL,2010-02-21,2010,This is only a sample content.,1,
189731,This is only a sample title.,The Sane Investor,AAPL,2010-02-21,2010,This is only a sample content.,1,
189747,This is only a sample title.,Greentech Media,IBM,2010-02-21,2010,This is only a sample content.,3,
189983,This is only a sample title.,Trefis,MSFT,2010-02-22,2010,This is only a sample content.,5,170.0
190157,This is only a sample title.,Scot Wingo,AMZN,2010-02-23,2010,This is only a sample content.,2,172.0
190298,This is only a sample title.,Dan Rayburn,MSFT,2010-02-24,2010,This is only a sample content.,5,180.0
190334,This is only a sample title.,Erick Schonfeld,AAPL,2010-02-24,2010,This is only a sample content.,1,176.0
190682,This is only a sample title.,Avi Morris,KO,2010-02-25,2010,This is only a sample content.,4,184.0
190693,This is only a sample title.,Chad Brand,AAPL,2010-02-25,2010,This is only a sample content.,1,181.0
191109,This is only a sample title.,Matthew Rafat,AAPL,2010-02-28,2010,This is only a sample content.,1,
191230,This is only a sample title.,TechCrunch,AAPL,2010-03-01,2010,This is only a sample content.,1,191.0
191297,This is only a sample title.,Trefis,AAPL,2010-03-01,2010,This is only a sample content.,1,191.0
191434,This is only a sample title.,Larry Dignan,IBM,2010-03-02,2010,This is only a sample content.,3,198.0
191453,This is only a sample title.,optionMONSTER,KO,2010-03-02,2010,This is only a sample content.,4,199.0
191460,This is only a sample title.,Michael Arrington,MSFT,2010-03-02,2010,This is only a sample content.,5,200.0
191666,This is only a sample title.,Trefis,AAPL,2010-03-03,2010,This is only a sample content.,1,201.0
191688,This is only a sample title.,Michael Arrington,MSFT,2010-03-03,2010,This is only a sample content.,5,205.0
191936,This is only a sample title.,Scot Wingo,AMZN,2010-03-04,2010,This is only a sample content.,2,207.0
192185,This is only a sample title.,Bespoke Investment Group,AAPL,2010-03-05,2010,This is only a sample content.,1,211.0
192453,This is only a sample title.,Jason Kincaid,AAPL,2010-03-08,2010,This is only a sample content.,1,216.0
192463,This is only a sample title.,Dividends4Life,KO,2010-03-08,2010,This is only a sample content.,4,219.0
192599,This is only a sample title.,451 Research: Inorganic Growth,IBM,2010-03-09,2010,This is only a sample content.,3,223.0
192661,This is only a sample title.,Jason Kincaid,AAPL,2010-03-09,2010,This is only a sample content.,1,221.0
192694,This is only a sample title.,Larry Dignan,IBM,2010-03-09,2010,This is only a sample content.,3,223.0
192806,This is only a sample title.,Jason Schwarz,AAPL,2010-03-09,2010,This is only a sample content.,1,221.0
193450,This is only a sample title.,Ryan Vanzo,AAPL,2010-03-14,2010,This is only a sample content.,1,
193781,This is only a sample title.,Jason Schwarz,AAPL,2010-03-15,2010,This is only a sample content.,1,241.0
194422,This is only a sample title.,Trefis,AAPL,2010-03-18,2010,This is only a sample content.,1,256.0
194763,This is only a sample title.,Jason Kincaid,AAPL,2010-03-21,2010,This is only a sample content.,1,
194809,This is only a sample title.,Neil Carvin,MSFT,2010-03-22,2010,This is only a sample content.,5,270.0
194861,This is only a sample title.,Modeled Behavior,AMZN,2010-03-22,2010,This is only a sample content.,2,267.0
195038,This is only a sample title.,TechCrunch,AAPL,2010-03-23,2010,This is only a sample content.,1,271.0
195435,This is only a sample title.,Larry Dignan,IBM,2010-03-24,2010,This is only a sample content.,3,278.0
195533,This is only a sample title.,George Gutowski,AAPL,2010-03-25,2010,This is only a sample content.,1,281.0
195765,This is only a sample title.,Erick Schonfeld,AAPL,2010-03-26,2010,This is only a sample content.,1,286.0
196044,This is only a sample title.,Stephen Rosenman,AAPL,2010-03-29,2010,This is only a sample content.,1,291.0
196290,This is only a sample title.,Sam Diaz,AAPL,2010-03-30,2010,This is only a sample content.,1,296.0
196297,This is only a sample title.,Fred Wilson,AAPL,2010-03-30,2010,This is only a sample content.,1,296.0
196350,This is only a sample title.,Wall St. Cheat Sheet,AAPL,2010-03-31,2010,This is only a sample content.,1,301.0
196468,This is only a sample title.,optionMONSTER,KO,2010-03-31,2010,This is only a sample content.,4,304.0
196641,This is only a sample title.,Larry Dignan,AAPL,2010-04-01,2010,This is only a sample content.,1,306.0
196668,This is only a sample title.,Research Recap,AAPL,2010-04-01,2010,This is only a sample content.,1,306.0
196725,This is only a sample title.,Larry Dignan,AMZN,2010-04-01,2010,This is only a sample content.,2,307.0
196780,This is only a sample title.,Dan Rayburn,AAPL,2010-04-02,2010,This is only a sample content.,1,
196883,This is only a sample title.,Jesse Felder,AAPL,2010-04-04,2010,This is only a sample content.,1,
196888,This is only a sample title.,Michael Arrington,AAPL,2010-04-04,2010,This is only a sample content.,1,
196890,This is only a sample title.,Erick Schonfeld,AAPL,2010-04-04,2010,This is only a sample content.,1,
196936,This is only a sample title.,Joel West,AAPL,2010-04-04,2010,This is only a sample content.,1,
196954,This is only a sample title.,Trefis,AAPL,2010-04-04,2010,This is only a sample content.,1,
196963,This is only a sample title.,Alex Cook,AAPL,2010-04-04,2010,This is only a sample content.,1,
197015,This is only a sample title.,Market Blog,AAPL,2010-04-05,2010,This is only a sample content.,1,311.0
197018,This is only a sample title.,Jeff Jarvis,AAPL,2010-04-05,2010,This is only a sample content.,1,311.0
197047,This is only a sample title.,TechCrunch,AAPL,2010-04-05,2010,This is only a sample content.,1,311.0
197056,This is only a sample title.,Sam Diaz,AAPL,2010-04-05,2010,This is only a sample content.,1,311.0
197074,This is only a sample title.,Research Recap,AAPL,2010-04-05,2010,This is only a sample content.,1,311.0
197104,This is only a sample title.,Calafia Beach Pundit,AAPL,2010-04-05,2010,This is only a sample content.,1,311.0
197230,This is only a sample title.,Trefis,AAPL,2010-04-06,2010,This is only a sample content.,1,316.0
197296,This is only a sample title.,Larry Dignan,AAPL,2010-04-06,2010,This is only a sample content.,1,316.0
197392,This is only a sample title.,Fred Wilson,AAPL,2010-04-06,2010,This is only a sample content.,1,316.0
197447,This is only a sample title.,Dennis Byron,IBM,2010-04-07,2010,This is only a sample content.,3,323.0
197503,This is only a sample title.,Zacks Investment Research,MSFT,2010-04-07,2010,This is only a sample content.,5,325.0
197532,This is only a sample title.,TechCrunch,AAPL,2010-04-07,2010,This is only a sample content.,1,321.0
197660,This is only a sample title.,Yankee Group,AAPL,2010-04-08,2010,This is only a sample content.,1,326.0
197763,This is only a sample title.,Sam Diaz,AAPL,2010-04-08,2010,This is only a sample content.,1,326.0
197821,This is only a sample title.,Jason Kincaid,AAPL,2010-04-08,2010,This is only a sample content.,1,326.0
197833,This is only a sample title.,Larry Dignan,AAPL,2010-04-08,2010,This is only a sample content.,1,326.0
197840,This is only a sample title.,Jason Kincaid,AAPL,2010-04-08,2010,This is only a sample content.,1,326.0
197887,This is only a sample title.,Wealth Daily,AAPL,2010-04-09,2010,This is only a sample content.,1,331.0
197908,This is only a sample title.,TechCrunch,MSFT,2010-04-09,2010,This is only a sample content.,5,335.0
197992,This is only a sample title.,Stephen Rosenman,AAPL,2010-04-09,2010,This is only a sample content.,1,331.0
198096,This is only a sample title.,Erick Schonfeld,AAPL,2010-04-11,2010,This is only a sample content.,1,
198116,This is only a sample title.,Zacks Investment Research,IBM,2010-04-11,2010,This is only a sample content.,3,
198258,This is only a sample title.,AFG Indexes,IBM,2010-04-12,2010,This is only a sample content.,3,338.0
198309,This is only a sample title.,TechCrunch,MSFT,2010-04-12,2010,This is only a sample content.,5,340.0
198613,This is only a sample title.,John Galt,AAPL,2010-04-14,2010,This is only a sample content.,1,346.0
198706,This is only a sample title.,Larry Dignan,AAPL,2010-04-14,2010,This is only a sample content.,1,346.0
198800,This is only a sample title.,Research Recap,AAPL,2010-04-14,2010,This is only a sample content.,1,346.0
198901,This is only a sample title.,Zacks Investment Research,IBM,2010-04-15,2010,This is only a sample content.,3,353.0
198910,This is only a sample title.,Asif Suria,AAPL,2010-04-15,2010,This is only a sample content.,1,351.0
199438,This is only a sample title.,Larry Dignan,AAPL,2010-04-19,2010,This is only a sample content.,1,361.0
199490,This is only a sample title.,Theflyonthewall,IBM,2010-04-19,2010,This is only a sample content.,3,363.0
199540,This is only a sample title.,Larry Dignan,IBM,2010-04-19,2010,This is only a sample content.,3,363.0
199555,This is only a sample title.,Zacks Investment Research,IBM,2010-04-19,2010,This is only a sample content.,3,363.0
199565,This is only a sample title.,SA Transcripts,IBM,2010-04-19,2010,This is only a sample content.,3,363.0
199694,This is only a sample title.,The Business Insider,AAPL,2010-04-20,2010,This is only a sample content.,1,366.0
199714,This is only a sample title.,Cullen Roche,AAPL,2010-04-20,2010,This is only a sample content.,1,366.0
199715,This is only a sample title.,Theflyonthewall,AAPL,2010-04-20,2010,This is only a sample content.,1,366.0
199745,This is only a sample title.,SA Transcripts,KO,2010-04-20,2010,This is only a sample content.,4,369.0
199756,This is only a sample title.,Larry Dignan,IBM,2010-04-20,2010,This is only a sample content.,3,368.0
199779,This is only a sample title.,optionMONSTER,AAPL,2010-04-20,2010,This is only a sample content.,1,366.0
199790,This is only a sample title.,Zacks Investment Research,AAPL,2010-04-20,2010,This is only a sample content.,1,366.0
199800,This is only a sample title.,SA Transcripts,AAPL,2010-04-20,2010,This is only a sample content.,1,366.0
199833,This is only a sample title.,Jason Schwarz,AAPL,2010-04-21,2010,This is only a sample content.,1,371.0
199866,This is only a sample title.,TechCrunch,AAPL,2010-04-21,2010,This is only a sample content.,1,371.0
199876,This is only a sample title.,Neil Carvin,AAPL,2010-04-21,2010,This is only a sample content.,1,371.0
199909,This is only a sample title.,Asif Suria,AAPL,2010-04-21,2010,This is only a sample content.,1,371.0
199911,This is only a sample title.,Dan Ramsden,AAPL,2010-04-21,2010,This is only a sample content.,1,371.0
199943,This is only a sample title.,Jett Winter,MSFT,2010-04-21,2010,This is only a sample content.,5,375.0
199944,This is only a sample title.,Theflyonthewall,AMZN,2010-04-21,2010,This is only a sample content.,2,372.0
200004,This is only a sample title.,Chris Krasowski,AAPL,2010-04-21,2010,This is only a sample content.,1,371.0
200046,This is only a sample title.,Trefis,AAPL,2010-04-21,2010,This is only a sample content.,1,371.0
200049,This is only a sample title.,Bespoke Investment Group,AAPL,2010-04-21,2010,This is only a sample content.,1,371.0
200198,This is only a sample title.,Jett Winter,AMZN,2010-04-22,2010,This is only a sample content.,2,377.0
200244,This is only a sample title.,optionMONSTER,MSFT,2010-04-22,2010,This is only a sample content.,5,380.0
200269,This is only a sample title.,Theflyonthewall,MSFT,2010-04-22,2010,This is only a sample content.,5,380.0
200299,This is only a sample title.,Trefis,AAPL,2010-04-22,2010,This is only a sample content.,1,376.0
200301,This is only a sample title.,Larry Dignan,MSFT,2010-04-22,2010,This is only a sample content.,5,380.0
200303,This is only a sample title.,TechCrunch,AMZN,2010-04-22,2010,This is only a sample content.,2,377.0
200340,This is only a sample title.,SA Transcripts,MSFT,2010-04-22,2010,This is only a sample content.,5,380.0
200342,This is only a sample title.,SA Transcripts,AMZN,2010-04-22,2010,This is only a sample content.,2,377.0
200428,This is only a sample title.,Zacks Investment Research,MSFT,2010-04-23,2010,This is only a sample content.,5,385.0
200429,This is only a sample title.,Neil Carvin,MSFT,2010-04-23,2010,This is only a sample content.,5,385.0
200464,This is only a sample title.,Zacks Investment Research,AMZN,2010-04-23,2010,This is only a sample content.,2,382.0
200474,This is only a sample title.,Zacks Investment Research,MSFT,2010-04-23,2010,This is only a sample content.,5,385.0
200494,This is only a sample title.,Larry Dignan,AMZN,2010-04-23,2010,This is only a sample content.,2,382.0
200548,This is only a sample title.,Brendan Wagner,AAPL,2010-04-23,2010,This is only a sample content.,1,381.0
200612,This is only a sample title.,The Lonely Value Investor,AMZN,2010-04-25,2010,This is only a sample content.,2,
200666,This is only a sample title.,Scot Wingo,AMZN,2010-04-25,2010,This is only a sample content.,2,
200702,This is only a sample title.,TechCrunch,AAPL,2010-04-25,2010,This is only a sample content.,1,
200751,This is only a sample title.,Joel West,AMZN,2010-04-26,2010,This is only a sample content.,2,387.0
200988,This is only a sample title.,Jason Schwarz,AAPL,2010-04-27,2010,This is only a sample content.,1,391.0
201137,This is only a sample title.,Sam Diaz,AAPL,2010-04-27,2010,This is only a sample content.,1,391.0
201496,This is only a sample title.,Research Recap,AAPL,2010-04-28,2010,This is only a sample content.,1,396.0
201819,This is only a sample title.,Sam Diaz,MSFT,2010-04-29,2010,This is only a sample content.,5,405.0
201997,This is only a sample title.,TechCrunch,AAPL,2010-04-30,2010,This is only a sample content.,1,406.0
202440,This is only a sample title.,Larry Dignan,AAPL,2010-05-03,2010,This is only a sample content.,1,411.0
202482,This is only a sample title.,TechCrunch,IBM,2010-05-03,2010,This is only a sample content.,3,413.0
202691,This is only a sample title.,This is the Green Room,AAPL,2010-05-04,2010,This is only a sample content.,1,416.0
202777,This is only a sample title.,Dean Bubley,AAPL,2010-05-04,2010,This is only a sample content.,1,416.0
202795,This is only a sample title.,Larry Dignan,IBM,2010-05-04,2010,This is only a sample content.,3,418.0
202997,This is only a sample title.,SoundView Technology Group,AAPL,2010-05-05,2010,This is only a sample content.,1,421.0
203097,This is only a sample title.,Research Recap,AAPL,2010-05-05,2010,This is only a sample content.,1,421.0
203163,This is only a sample title.,Trefis,AMZN,2010-05-05,2010,This is only a sample content.,2,422.0
203418,This is only a sample title.,Dan Ramsden,AAPL,2010-05-06,2010,This is only a sample content.,1,426.0
203617,This is only a sample title.,Stephen Rosenman,AAPL,2010-05-07,2010,This is only a sample content.,1,431.0
204091,This is only a sample title.,Neil Carvin,MSFT,2010-05-10,2010,This is only a sample content.,5,440.0
204159,This is only a sample title.,Lollapalooza,IBM,2010-05-10,2010,This is only a sample content.,3,438.0
204763,This is only a sample title.,Brendan Wagner,IBM,2010-05-13,2010,This is only a sample content.,3,453.0
204801,This is only a sample title.,Ockham Research,IBM,2010-05-12,2010,This is only a sample content.,3,448.0
205461,This is only a sample title.,Zacks Investment Research,MSFT,2010-05-17,2010,This is only a sample content.,5,465.0
205567,This is only a sample title.,Sam Diaz,AAPL,2010-05-17,2010,This is only a sample content.,1,461.0
205662,This is only a sample title.,George Chadwick,AAPL,2010-05-18,2010,This is only a sample content.,1,466.0
205749,This is only a sample title.,Dennis Byron,MSFT,2010-05-18,2010,This is only a sample content.,5,470.0
205828,This is only a sample title.,Jason Schwarz,AAPL,2010-05-19,2010,This is only a sample content.,1,471.0
205990,This is only a sample title.,Research Recap,AAPL,2010-05-20,2010,This is only a sample content.,1,476.0
206068,This is only a sample title.,New Low Observer,AAPL,2010-05-20,2010,This is only a sample content.,1,476.0
206086,This is only a sample title.,Larry Dignan,AAPL,2010-05-20,2010,This is only a sample content.,1,476.0
206110,This is only a sample title.,Zacks Investment Research,AMZN,2010-05-20,2010,This is only a sample content.,2,477.0
206199,This is only a sample title.,Trefis,AMZN,2010-05-20,2010,This is only a sample content.,2,477.0
206626,This is only a sample title.,Scot Wingo,AMZN,2010-05-24,2010,This is only a sample content.,2,487.0
206685,This is only a sample title.,Sam Diaz,AAPL,2010-05-24,2010,This is only a sample content.,1,486.0
206801,This is only a sample title.,Stefan Sidahmed,AAPL,2010-05-25,2010,This is only a sample content.,1,491.0
206873,This is only a sample title.,Research Recap,AAPL,2010-05-25,2010,This is only a sample content.,1,491.0
207545,This is only a sample title.,Larry Dignan,MSFT,2010-05-28,2010,This is only a sample content.,5,510.0
207701,This is only a sample title.,TechCrunch,AMZN,2010-05-31,2010,This is only a sample content.,2,
207718,This is only a sample title.,TechCrunch,AAPL,2010-05-31,2010,This is only a sample content.,1,
207802,This is only a sample title.,Trefis,AAPL,2010-06-01,2010,This is only a sample content.,1,511.0
207830,This is only a sample title.,Dennis Byron,IBM,2010-06-01,2010,This is only a sample content.,3,513.0
207855,This is only a sample title.,Wall St. Cheat Sheet,AAPL,2010-06-01,2010,This is only a sample content.,1,511.0
208011,This is only a sample title.,Alex Cook,AAPL,2010-06-02,2010,This is only a sample content.,1,516.0
208037,This is only a sample title.,Thoughts Worth Thinking,AAPL,2010-06-02,2010,This is only a sample content.,1,516.0
208315,This is only a sample title.,Smead Capital Management,MSFT,2010-06-03,2010,This is only a sample content.,5,525.0
208453,This is only a sample title.,Dividend Growth Investor,KO,2010-06-04,2010,This is only a sample content.,4,529.0
208465,This is only a sample title.,Jason Kelly,MSFT,2010-06-04,2010,This is only a sample content.,5,530.0
208636,This is only a sample title.,SoundView Technology Group,MSFT,2010-06-06,2010,This is only a sample content.,5,
208679,This is only a sample title.,TechCrunch,MSFT,2010-06-06,2010,This is only a sample content.,5,
208754,This is only a sample title.,Neil Carvin,MSFT,2010-06-07,2010,This is only a sample content.,5,535.0
208796,This is only a sample title.,Larry Dignan,AAPL,2010-06-07,2010,This is only a sample content.,1,531.0
208830,This is only a sample title.,optionMONSTER,AAPL,2010-06-07,2010,This is only a sample content.,1,531.0
208840,This is only a sample title.,TechCrunch,AAPL,2010-06-07,2010,This is only a sample content.,1,531.0
208864,This is only a sample title.,TechCrunch,AAPL,2010-06-07,2010,This is only a sample content.,1,531.0
208872,This is only a sample title.,Larry Dignan,AAPL,2010-06-07,2010,This is only a sample content.,1,531.0
208927,This is only a sample title.,Bruce Whitaker,IBM,2010-06-08,2010,This is only a sample content.,3,538.0
208989,This is only a sample title.,Yankee Group,AAPL,2010-06-08,2010,This is only a sample content.,1,536.0
209075,This is only a sample title.,James Enck,AAPL,2010-06-08,2010,This is only a sample content.,1,536.0
209120,This is only a sample title.,Dan Rayburn,AAPL,2010-06-09,2010,This is only a sample content.,1,541.0
209193,This is only a sample title.,Brian Polino,KO,2010-06-09,2010,This is only a sample content.,4,544.0
209196,This is only a sample title.,Jason Kelly,MSFT,2010-06-09,2010,This is only a sample content.,5,545.0
209236,This is only a sample title.,The Business Insider,AAPL,2010-06-09,2010,This is only a sample content.,1,541.0
209346,This is only a sample title.,Jeffrey Moore,MSFT,2010-06-10,2010,This is only a sample content.,5,550.0
